Description,log2_diff,p
Pterin-4-alpha-carbinolamine dehydratase 2 OS=Homo sapiens OX=9606 GN=PCBD2 PE=1 SV=4,-0.012554067,0.93392986
1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Homo sapiens OX=9606 GN=AGPAT5 PE=1 SV=3,-0.012713333,0.803356669
NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3,-0.012813333,0.836970515
RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3,-0.013333333,0.942158535
Multidrug resistance-associated protein 4 OS=Homo sapiens OX=9606 GN=ABCC4 PE=1 SV=3,-0.01465,0.896011228
40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,-0.01471,0.878214637
CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2,-0.014818,0.774906324
U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1,-0.015483333,0.903759364
DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2,-0.015703333,0.819238971
Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,-0.01638,0.905371741
Dolichyl-phosphate beta-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG5 PE=1 SV=1,-0.016593,0.850501122
Manganese-transporting ATPase 13A1 OS=Homo sapiens OX=9606 GN=ATP13A1 PE=1 SV=2,-0.017123333,0.857543803
Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1,-0.017864,0.926563861
Mitochondrial proton/calcium exchanger protein OS=Homo sapiens OX=9606 GN=LETM1 PE=1 SV=1,-0.01862,0.752215162
Cartilage-associated protein OS=Homo sapiens OX=9606 GN=CRTAP PE=1 SV=1,-0.018893333,0.899884927
Ras-related protein Rab-3D OS=Homo sapiens OX=9606 GN=RAB3D PE=1 SV=1,-0.018945,0.854613102
Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPGAT1 PE=1 SV=1,-0.019537667,0.751694699
Valacyclovir hydrolase OS=Homo sapiens OX=9606 GN=BPHL PE=1 SV=1,-0.01961,0.775564613
"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4",-0.019806967,0.678775045
Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,-0.019896667,0.664386352
Fibronectin type-III domain-containing protein 3A OS=Homo sapiens OX=9606 GN=FNDC3A PE=1 SV=4,-0.019983333,0.743298812
Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens OX=9606 GN=VKORC1 PE=1 SV=1,-0.020884333,0.775667848
Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2,-0.023728667,0.680958581
7-dehydrocholesterol reductase OS=Homo sapiens OX=9606 GN=DHCR7 PE=1 SV=1,-0.023885267,0.736634784
"NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3",-0.024241,0.704473483
Protein kish-A OS=Homo sapiens OX=9606 GN=TMEM167A PE=1 SV=1,-0.024423333,0.884855977
Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,-0.02515,0.585940898
3-ketodihydrosphingosine reductase OS=Homo sapiens OX=9606 GN=KDSR PE=1 SV=2,-0.025183667,0.626475644
"Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens OX=9606 GN=MMUT PE=1 SV=4",-0.02543,0.721731195
MICOS complex subunit MIC26 OS=Homo sapiens OX=9606 GN=APOO PE=1 SV=1,-0.025540667,0.776568282
Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1,-0.025973333,0.61378654
Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1,-0.02668,0.718789431
"Presequence protease, mitochondrial OS=Homo sapiens OX=9606 GN=PITRM1 PE=1 SV=3",-0.02698,0.651105819
Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,-0.028263333,0.909698907
"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2",-0.028323333,0.276639879
LRP chaperone MESD OS=Homo sapiens OX=9606 GN=MESD PE=1 SV=2,-0.028396667,0.863593725
Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,-0.02919,0.888012996
DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,-0.029788,0.847148877
Fatty-acid amide hydrolase 2 OS=Homo sapiens OX=9606 GN=FAAH2 PE=2 SV=1,-0.030376667,0.756974319
Pyridoxine-5'-phosphate oxidase (Fragment) OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1,-0.0308,0.745745172
"A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1",-0.030833333,0.498945084
SCARB1 protein OS=Homo sapiens OX=9606 GN=SCARB1 PE=1 SV=1,-0.031048333,0.58758971
"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3",-0.031116667,0.776315194
Formylglycine-generating enzyme OS=Homo sapiens OX=9606 GN=SUMF1 PE=1 SV=3,-0.031706667,0.823298987
"ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=3",-0.03211,0.658856559
40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,-0.032725,0.758282707
"Cytochrome c oxidase subunit 7B, mitochondrial OS=Homo sapiens OX=9606 GN=COX7B PE=1 SV=2",-0.0327959,0.734347272
"Frataxin, mitochondrial OS=Homo sapiens OX=9606 GN=FXN PE=1 SV=2",-0.03315,0.681937381
TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,-0.034203333,0.743770929
"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3",-0.034863333,0.658909085
Ufm1-specific protease 2 OS=Homo sapiens OX=9606 GN=UFSP2 PE=1 SV=3,-0.034985,0.644340909
Sideroflexin-4 OS=Homo sapiens OX=9606 GN=SFXN4 PE=1 SV=1,-0.035054033,0.43931223
Mitochondrial thiamine pyrophosphate carrier OS=Homo sapiens OX=9606 GN=SLC25A19 PE=1 SV=1,-0.035106667,0.511679596
Protein sel-1 homolog 1 OS=Homo sapiens OX=9606 GN=SEL1L PE=1 SV=3,-0.035256667,0.578275222
Syntaxin-12 OS=Homo sapiens OX=9606 GN=STX12 PE=1 SV=1,-0.035804,0.636331495
Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1,-0.03661,0.680810211
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1,-0.03811,0.420584686
Protein PRRC2A OS=Homo sapiens OX=9606 GN=PRRC2A PE=1 SV=3,-0.038173333,0.815991857
Immediate early response 3-interacting protein 1 OS=Homo sapiens OX=9606 GN=IER3IP1 PE=1 SV=1,-0.038176667,0.807735266
Major facilitator superfamily domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MFSD3 PE=2 SV=1,-0.038470333,0.440389056
Gamma-tubulin complex component 3 OS=Homo sapiens OX=9606 GN=TUBGCP3 PE=1 SV=2,-0.0386,0.873646218
Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1,-0.038763,0.836220555
"Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2",-0.038963333,0.522161682
40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1,-0.038968793,0.803468403
Torsin-1A OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1,-0.039370733,0.599038557
VIP36-like protein OS=Homo sapiens OX=9606 GN=LMAN2L PE=1 SV=1,-0.039446,0.38050338
DDRGK domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DDRGK1 PE=1 SV=2,-0.039450667,0.560990855
"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",-0.03958,0.530363767
"Diablo homolog, mitochondrial OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1",-0.039853667,0.346937471
Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1,-0.040043333,0.41653106
ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7,-0.040066667,0.536076983
Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,-0.040763667,0.58636506
Rhomboid domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RHBDD2 PE=2 SV=2,-0.041188,0.728490594
Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,-0.0414,0.848081121
LETM1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LETMD1 PE=1 SV=1,-0.0415,0.57038125
5'-3' exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1,-0.041576667,0.739359634
Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,-0.041874333,0.805977606
Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3,-0.042802,0.542206029
Monoacylglycerol lipase ABHD12 OS=Homo sapiens OX=9606 GN=ABHD12 PE=1 SV=2,-0.042864333,0.438556449
Protein OS-9 OS=Homo sapiens OX=9606 GN=OS9 PE=1 SV=1,-0.04394,0.420105275
Cytochrome c oxidase subunit 1 OS=Homo sapiens OX=9606 GN=MT-CO1 PE=1 SV=1,-0.044561667,0.571708573
40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,-0.04465,0.585962578
"Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",-0.04478,0.494865904
ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens OX=9606 GN=ATPAF2 PE=1 SV=1,-0.04481,0.642143938
"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2",-0.044963333,0.476019511
Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2,-0.045397,0.501509225
MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=C19orf70 PE=1 SV=1,-0.0458,0.498615626
Ribonuclease inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=1,-0.045903333,0.868087181
Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens OX=9606 GN=IKBIP PE=1 SV=1,-0.046086667,0.571626402
60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,-0.046095333,0.377057239
"ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3",-0.046193333,0.343026493
Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens OX=9606 GN=ALDH3B1 PE=1 SV=1,-0.046363333,0.695958086
MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1,-0.04677,0.332504918
"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2",-0.04706,0.471809133
Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1,-0.04708,0.371070697
WD repeat-containing protein 11 OS=Homo sapiens OX=9606 GN=WDR11 PE=1 SV=1,-0.047113333,0.853046968
Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3,-0.047373333,0.58029587
Ceramide synthase 2 (Fragment) OS=Homo sapiens OX=9606 GN=CERS2 PE=1 SV=2,-0.047870167,0.448860582
tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,-0.048026333,0.217613418
DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3,-0.048306667,0.63053102
Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1,-0.04841,0.705217078
Mannose-P-dolichol utilization defect 1 protein (Fragment) OS=Homo sapiens OX=9606 GN=MPDU1 PE=1 SV=1,-0.048546667,0.44113523
"Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GPAM PE=1 SV=3",-0.048566667,0.784306489
Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens OX=9606 GN=ERGIC2 PE=1 SV=1,-0.04865,0.766646569
Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=1,-0.048683333,0.845687372
Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens OX=9606 GN=DNAJC19 PE=1 SV=3,-0.048786667,0.437032473
"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2",-0.049113333,0.49794404
Transmembrane prolyl 4-hydroxylase OS=Homo sapiens OX=9606 GN=P4HTM PE=1 SV=2,-0.049573333,0.788271029
Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens OX=9606 GN=LRRC8C PE=1 SV=2,-0.05091,0.721894822
Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2,-0.051473333,0.321770796
"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1",-0.05151,0.361239855
Protein PIGBOS1 OS=Homo sapiens OX=9606 GN=PIGBOS1 PE=3 SV=1,-0.051763333,0.577975753
Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2,-0.052186667,0.141580109
Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3,-0.052353333,0.513855813
Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1,-0.054403333,0.687330942
"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4",-0.054653667,0.660222658
H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3 PE=1 SV=2,-0.054716667,0.68018955
"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=3",-0.055043333,0.382844578
Transmembrane protein 205 OS=Homo sapiens OX=9606 GN=TMEM205 PE=1 SV=1,-0.055303333,0.435080393
"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1",-0.055576667,0.421682467
Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1,-0.056202832,0.564967893
"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1",-0.056633333,0.485713992
L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,-0.057633333,0.321063204
Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2,-0.05764,0.673537281
Lipopolysaccharide-induced tumor necrosis factor-alpha factor OS=Homo sapiens OX=9606 GN=LITAF PE=1 SV=2,-0.057743333,0.722764057
Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1,-0.05832,0.122137793
Starch-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=STBD1 PE=1 SV=1,-0.059283333,0.332885773
Lysophospholipid acyltransferase 5 OS=Homo sapiens OX=9606 GN=LPCAT3 PE=1 SV=1,-0.059877833,0.582596362
"ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2",-0.06029,0.26590722
"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",-0.06108,0.304197937
Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1,-0.061086667,0.695891489
SNARE-associated protein Snapin OS=Homo sapiens OX=9606 GN=SNAPIN PE=1 SV=1,-0.061166667,0.730922082
"ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens OX=9606 GN=SUPV3L1 PE=1 SV=1",-0.06138,0.51224948
Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1,-0.06153,0.4476264
Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1,-0.061842933,0.018870357
GC-rich sequence DNA-binding factor 2 OS=Homo sapiens OX=9606 GN=GCFC2 PE=1 SV=2,-0.063353333,0.729792262
40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1,-0.064603,0.490526745
Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens OX=9606 GN=TOMM5 PE=1 SV=1,-0.064863333,0.694731855
Sphingosine-1-phosphate lyase 1 OS=Homo sapiens OX=9606 GN=SGPL1 PE=1 SV=3,-0.065059667,0.32007397
Required for meiotic nuclear division protein 1 homolog OS=Homo sapiens OX=9606 GN=RMND1 PE=1 SV=2,-0.065933333,0.349780953
Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3,-0.066176667,0.340044238
"Probable cysteine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=CARS2 PE=1 SV=1",-0.06759,0.308071241
Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=GBF1 PE=1 SV=2,-0.06765,0.732720887
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 SV=3,-0.068561,0.139278817
Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,-0.068963333,0.785025327
Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3,-0.0693,0.689179405
CUGBP Elav-like family member 1 (Fragment) OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1,-0.069306667,0.709285045
MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MINOS1 PE=1 SV=1,-0.069325667,0.253505685
40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,-0.069366667,0.53402254
Ras-related protein Rab-12 OS=Homo sapiens OX=9606 GN=RAB12 PE=1 SV=1,-0.069623333,0.420250075
Transmembrane 9 superfamily member 2 OS=Homo sapiens OX=9606 GN=TM9SF2 PE=1 SV=1,-0.069787333,0.665835817
Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens OX=9606 GN=ARMCX3 PE=1 SV=1,-0.070004333,0.300581109
Hyaluronan and proteoglycan link protein 3 OS=Homo sapiens OX=9606 GN=HAPLN3 PE=1 SV=1,-0.07011,0.700907254
"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1",-0.070113333,0.183562032
Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2,-0.070594333,0.099233256
Ribosome biogenesis protein TSR3 homolog OS=Homo sapiens OX=9606 GN=TSR3 PE=1 SV=1,-0.071226667,0.23342009
Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2,-0.071253333,0.275212405
Caspase recruitment domain-containing protein 19 OS=Homo sapiens OX=9606 GN=CARD19 PE=1 SV=1,-0.071516667,0.3859657
Mitochondrial carrier homolog 1 OS=Homo sapiens OX=9606 GN=MTCH1 PE=1 SV=1,-0.07156,0.120206104
Parathymosin (Fragment) OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=1,-0.072026667,0.49474079
"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2",-0.07203,0.341715076
Solute carrier family 25 member 35 OS=Homo sapiens OX=9606 GN=SLC25A35 PE=2 SV=1,-0.072471667,0.298580897
Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3,-0.072623333,0.029750338
"Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",-0.072743333,0.374260983
Glycerol kinase OS=Homo sapiens OX=9606 GN=GK PE=1 SV=3,-0.073413333,0.051123041
Mitochondrial ornithine transporter 1 OS=Homo sapiens OX=9606 GN=SLC25A15 PE=1 SV=1,-0.07361,0.193547015
Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,-0.07373,0.734814082
"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=TRNT1 PE=1 SV=2",-0.07397,0.374185354
Protein ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=1,-0.074145333,0.183242561
60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2,-0.075807,0.494688593
Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2,-0.076093333,0.728631039
40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2,-0.076276667,0.427113231
E3 ubiquitin-protein ligase MARCH5 OS=Homo sapiens OX=9606 GN=MARCH5 PE=1 SV=1,-0.077228667,0.250320972
Lysophosphatidic acid phosphatase type 6 OS=Homo sapiens OX=9606 GN=ACP6 PE=1 SV=3,-0.077291333,0.757158959
"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",-0.077396667,0.136568142
Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1,-0.07765,0.56963067
Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3,-0.077986667,0.494912741
MICOS complex subunit OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=2,-0.078093333,0.26932449
Retinol dehydrogenase 13 OS=Homo sapiens OX=9606 GN=RDH13 PE=1 SV=2,-0.078120333,0.060709751
Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,-0.07817,0.214854921
DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=5,-0.078413,0.356378208
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=1,-0.07874,0.588574935
RING finger and SPRY domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSPRY1 PE=1 SV=1,-0.078940333,0.222320418
"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB OS=Homo sapiens OX=9606 GN=MAN1A2 PE=1 SV=1",-0.079188,0.352099469
Vesicle transport protein SEC20 OS=Homo sapiens OX=9606 GN=BNIP1 PE=1 SV=3,-0.079359263,0.276458199
"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB PE=1 SV=1",-0.079546667,0.299201946
40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,-0.07955,0.422970614
Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,-0.079746333,0.170218309
Nicalin OS=Homo sapiens OX=9606 GN=NCLN PE=1 SV=2,-0.079933333,0.230331333
Ras-related protein Rab-27A OS=Homo sapiens OX=9606 GN=RAB27A PE=1 SV=3,-0.08003,0.405330813
Protein mono-ADP-ribosyltransferase PARP16 OS=Homo sapiens OX=9606 GN=PARP16 PE=1 SV=2,-0.080349667,0.208471921
Disabled homolog 2 OS=Homo sapiens OX=9606 GN=DAB2 PE=1 SV=3,-0.080584667,0.371914811
DnaJ homolog subfamily C member 3 OS=Homo sapiens OX=9606 GN=DNAJC3 PE=1 SV=1,-0.081063333,0.692265647
Mitochondrial intermediate peptidase OS=Homo sapiens OX=9606 GN=MIPEP PE=1 SV=2,-0.081293333,0.184971261
Zinc transporter 1 OS=Homo sapiens OX=9606 GN=SLC30A1 PE=1 SV=3,-0.081487667,0.270463114
Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens OX=9606 GN=TOMM22 PE=1 SV=3,-0.08149,0.25019996
Protein FAM210A OS=Homo sapiens OX=9606 GN=FAM210A PE=1 SV=2,-0.0817649,0.20725028
T-cell immunomodulatory protein OS=Homo sapiens OX=9606 GN=ITFG1 PE=1 SV=1,-0.083733333,0.339258073
Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,-0.084246667,0.356539602
"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2",-0.084813333,0.181206592
Mitochondrial import inner membrane translocase subunit Tim29 OS=Homo sapiens OX=9606 GN=TIMM29 PE=1 SV=2,-0.084935333,0.435665608
Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1,-0.085693333,0.205490357
BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1,-0.08597,0.342767336
"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2",-0.086293333,0.216045268
L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,-0.08643,0.058162755
Peroxisome assembly factor 2 OS=Homo sapiens OX=9606 GN=PEX6 PE=1 SV=2,-0.086456667,0.406773244
Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens OX=9606 GN=UQCC1 PE=1 SV=3,-0.086516333,0.072730059
"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",-0.086594667,0.325161178
DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,-0.086753333,0.721048908
RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1,-0.086993333,0.653580632
Liprin-alpha-1 (Fragment) OS=Homo sapiens OX=9606 GN=PPFIA1 PE=1 SV=1,-0.08714,0.602334934
Atlastin-2 OS=Homo sapiens OX=9606 GN=ATL2 PE=1 SV=2,-0.087648667,0.556425779
ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1,-0.087946667,0.232453863
Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,-0.088353333,0.390383614
